"item","avg_rating","rank","rating_sd","number_ratings","character"
"realistic (not ambitious)",85.8,10,24.2,136,"C-3PO"
"codependent (not independent)",85.7,35,20.8,1140,"C-3PO"
"not genocidal (not genocidal)",85.6,198,26.7,101,"C-3PO"
"vegan (not cannibal)",85.2,30,22.7,132,"C-3PO"
"sober (not indulgent)",85,19,24,981,"C-3PO"
"kind (not cruel)",84.9,339,18.2,1068,"C-3PO"
"orderly (not chaotic)",84.9,104,25.3,1021,"C-3PO"
"serious (not bold)",84.8,20,20.5,1082,"C-3PO"
"workaholic (not slacker)",84.5,432,22,249,"C-3PO"
"serious (not playful)",84.4,209,21.2,1049,"C-3PO"
"rational (not whimsical)",84.3,95,24.3,979,"C-3PO"
"pure (not debased)",84.3,74,20.5,950,"C-3PO"
"white knight (not bad boy)",84.3,115,20.5,101,"C-3PO"
"eloquent (not unpolished)",84.2,177,22.2,855,"C-3PO"
"tight (not loose)",84.2,127,22.3,126,"C-3PO"
"thinker (not doer)",84.2,14,24.5,142,"C-3PO"
"one-faced (not two-faced)",84.1,185,23.7,116,"C-3PO"
"straightforward (not cryptic)",83.6,73,24.7,1041,"C-3PO"
"vanilla (not kinky)",83.6,44,26.7,920,"C-3PO"
"sheriff (not outlaw)",83.5,128,20.8,1006,"C-3PO"
"👩‍🔬 (not 👩‍🎤)",83.5,103,23.9,311,"C-3PO"
"🎩 (not 🧢)",83.4,202,21.5,260,"C-3PO"
"technophile (not luddite)",83.2,83,24.8,972,"C-3PO"
"protagonist (not antagonist)",83.2,258,21,79,"C-3PO"
"official (not backdoor)",83.1,39,24.3,1071,"C-3PO"
"forgiving (not vengeful)",83,127,20.3,1013,"C-3PO"
"sheltered (not street-smart)",82.7,54,22.7,1000,"C-3PO"
"studious (not goof-off)",82.6,359,25.7,308,"C-3PO"
"claustrophobic (not spelunker)",82.6,15,21.9,126,"C-3PO"
"heroic (not villainous)",82.5,440,17.2,985,"C-3PO"
"knowledgeable (not ignorant)",82.5,368,24,128,"C-3PO"
"statist (not anarchist)",82.4,34,23.5,384,"C-3PO"
"tattle-tale (not f***-the-police)",82.2,59,24.4,117,"C-3PO"
"pessimistic (not optimistic)",82.1,88,23,1072,"C-3PO"
"tasteful (not lewd)",81.9,123,24.9,988,"C-3PO"
"honorable (not cunning)",81.9,132,20.9,1083,"C-3PO"
"uncreative (not open to new experinces)",81.4,42,23.7,1033,"C-3PO"
"logical (not emotional)",81.3,105,26.9,1064,"C-3PO"
"self-disciplined (not disorganized)",81,529,27.5,961,"C-3PO"
"offended (not chill)",81,177,23.4,133,"C-3PO"
"side character (not main character)",81,211,23.5,65,"C-3PO"
"innocent (not jaded)",80.9,65,22.2,93,"C-3PO"
"wholesome (not salacious)",80.7,205,23.4,267,"C-3PO"
"sensible (not ludicrous)",80.4,172,26.5,949,"C-3PO"
"traditional (not unorthodox)",80.3,97,28.7,211,"C-3PO"
"sensitive (not thick-skinned)",80.3,108,23,928,"C-3PO"
"analysis (not common sense)",80.2,142,30.2,82,"C-3PO"
"frenzied (not sleepy)",80.1,250,21.9,131,"C-3PO"
"hesitant (not decisive)",80,37,25.8,1048,"C-3PO"
"realist (not idealist)",80,106,29.9,260,"C-3PO"
"factual (not poetic)",80,140,27.8,123,"C-3PO"
"dry (not moist)",80,54,25.5,126,"C-3PO"
"hypochondriac (not stoic)",79.6,50,25.4,64,"C-3PO"
"vintage (not trendy)",79.6,358,22.8,119,"C-3PO"
"opinionated (not jealous)",79.6,254,24.2,74,"C-3PO"
"mathematical (not literary)",79.5,84,28.3,960,"C-3PO"
"orange (not purple)",79.3,67,21.8,894,"C-3PO"
"repetitive (not varied)",79.3,56,22.5,431,"C-3PO"
"on-time (not tardy)",79.3,492,28.5,122,"C-3PO"
"devout (not heathen)",79.2,82,25,922,"C-3PO"
"strict (not lenient)",79.1,262,25,1003,"C-3PO"
"mild (not spicy)",79.1,74,26.2,970,"C-3PO"
"hurried (not leisurely)",79.1,77,24.6,1111,"C-3PO"
"washed (not muddy)",79.1,244,25.2,86,"C-3PO"
"egalitarian (not racist)",79,783,22.8,242,"C-3PO"
"pain-avoidant (not masochistic)",79,23,28.2,128,"C-3PO"
"OCD (not ADHD)",79,199,30.3,102,"C-3PO"
"highbrow (not lowbrow)",78.9,153,24.5,814,"C-3PO"
"open-book (not secretive)",78.9,81,25.5,147,"C-3PO"
"consistent (not variable)",78.8,154,27.9,127,"C-3PO"
"old (not young)",78.6,203,20.8,970,"C-3PO"
"reasonable (not deranged)",78.5,253,28.1,273,"C-3PO"
"monochrome (not multicolored)",78.4,125,29.1,199,"C-3PO"
"🧐 (not 😎)",78.3,114,29.7,284,"C-3PO"
"angelic (not demonic)",78.1,277,21.8,975,"C-3PO"
"paranoid (not naive)",78.1,156,31,78,"C-3PO"
"corporate (not freelance)",78,173,27.4,117,"C-3PO"
"awkward (not charming)",77.9,114,24.8,1050,"C-3PO"
"tall (not short)",77.8,275,18.2,1121,"C-3PO"
"treasure (not trash)",77.8,717,24,325,"C-3PO"
"prestigious (not disreputable)",77.7,287,22.8,834,"C-3PO"
"close-minded (not open-minded)",77.6,142,24.3,1090,"C-3PO"
"flower child (not goth)",77.6,371,20.6,73,"C-3PO"
"respectful (not rude)",77.2,401,26.2,1029,"C-3PO"
"nurturing (not poisonous)",77.2,392,21.5,362,"C-3PO"
"pointed (not random)",77.2,551,25.8,100,"C-3PO"
"awkward (not suspicious)",76.9,118,26.2,981,"C-3PO"
"atheist (not theist)",76.8,253,30.5,198,"C-3PO"
"reliable (not experimental)",76.7,256,28.3,125,"C-3PO"
"triggered (not trolling)",76.7,130,25.1,136,"C-3PO"
"🚴 (not 🏋️‍♂️)",76.6,404,24.4,241,"C-3PO"
"human (not animalistic)",76.3,580,22.9,780,"C-3PO"
"penny-pincher (not overspender)",76.3,108,25.7,384,"C-3PO"
"linear (not circular)",76.3,43,29.1,111,"C-3PO"
"puny (not mighty)",76.1,64,22.6,1005,"C-3PO"
"passive (not assertive)",76,70,27.5,989,"C-3PO"
"picky (not always down)",75.7,232,26.9,100,"C-3PO"
"👨‍🚀 (not 🧙)",75.6,118,29,432,"C-3PO"
"classical (not avant-garde)",75.5,188,26.3,215,"C-3PO"
"French (not Russian)",75.4,170,25.2,105,"C-3PO"
"giving (not receiving)",75.3,380,26.9,74,"C-3PO"
"centrist (not radical)",75.3,41,28.7,72,"C-3PO"
"average (not deviant)",75.2,55,27.4,730,"C-3PO"
"cultured (not rustic)",74.9,318,27.8,78,"C-3PO"
"lover (not fighter)",74.6,283,24.5,105,"C-3PO"
"morning lark (not night owl)",74.4,146,23.6,617,"C-3PO"
"🐿 (not 🦇)",74.3,339,26.6,236,"C-3PO"
"child free (not pronatalist)",74.1,344,32.4,779,"C-3PO"
"dorky (not cool)",74.1,237,31.2,283,"C-3PO"
"😬 (not 😏)",73.9,126,30.8,275,"C-3PO"
"🤔 (not 🤫)",73.5,136,30.1,266,"C-3PO"
"perceptive (not unobservant)",73.5,971,30.7,149,"C-3PO"
"permanent (not transient)",73.2,214,27.6,366,"C-3PO"
"English (not German)",73,788,32.2,131,"C-3PO"
"🎨 (not 🏀)",73,643,25.7,114,"C-3PO"
"tailor (not blacksmith)",72.9,397,25.4,113,"C-3PO"
"basic (not hipster)",72.5,366,29.6,928,"C-3PO"
"believable (not poorly-written)",72.2,911,20.8,117,"C-3PO"
"objective (not subjective)",72.1,84,32.4,202,"C-3PO"
"concrete (not abstract)",72.1,325,30.9,288,"C-3PO"
"💝 (not 💔)",71.9,332,28.8,367,"C-3PO"
"patriotic (not unpatriotic)",71.9,514,26.1,262,"C-3PO"
"everyman (not chosen one)",71.9,174,26.2,92,"C-3PO"
"apprentice (not master)",71.8,209,28.6,393,"C-3PO"
"utilitarian (not decorative)",71.8,422,29.4,222,"C-3PO"
"feminist (not sexist)",71.8,783,24.9,302,"C-3PO"
"pensive (not serene)",71.8,460,26.3,90,"C-3PO"
"insecure (not confident)",71.7,153,29.3,977,"C-3PO"
"🌟 (not 💩)",71.7,929,29.1,270,"C-3PO"
"moderate (not extreme)",71.5,157,32,870,"C-3PO"
"legit (not scrub)",71.4,802,28.4,385,"C-3PO"
"fast-talking (not slow-talking)",71.3,491,28.7,147,"C-3PO"
"weakass (not badass)",71.3,140,29.1,114,"C-3PO"
"urban (not rural)",71,667,29.8,442,"C-3PO"
"sane (not crazy)",70.9,338,29.8,253,"C-3PO"
"overachiever (not underachiever)",70.9,956,30.6,123,"C-3PO"
"clumsy (not coordinated)",70.7,257,28.4,1000,"C-3PO"
"frank (not sugarcoated)",70.7,831,31,89,"C-3PO"
"innocent (not worldly)",70.6,169,30.3,1059,"C-3PO"
"interested (not bored)",70.5,662,29.5,110,"C-3PO"
"🏌 (not 🤺)",70.4,74,31,287,"C-3PO"
"sheeple (not conspiracist)",70.4,44,28.4,715,"C-3PO"
"frugal (not lavish)",70.3,377,28.7,872,"C-3PO"
"dramatic (not no-nonsense)",70.3,449,33.5,415,"C-3PO"
"twitchy (not still)",70.2,511,31.9,138,"C-3PO"
"direct (not roundabout)",70.1,734,33.5,1001,"C-3PO"
"transparent (not machiavellian)",69.9,264,30.8,73,"C-3PO"
"fresh (not stinky)",69.7,820,27.8,363,"C-3PO"
"trusting (not charming)",69.5,170,27.6,964,"C-3PO"
"work-first (not family-first)",69.5,503,30.9,1107,"C-3PO"
"dispassionate (not romantic)",69.5,170,30.2,146,"C-3PO"
"slow (not fast)",69.1,107,26.7,975,"C-3PO"
"genuine (not sarcastic)",69,495,33.1,1042,"C-3PO"
"mature (not juvenile)",68.6,608,29.3,254,"C-3PO"
"water (not fire)",68.6,321,29.2,107,"C-3PO"
"androgynous (not gendered)",68.5,39,33.1,403,"C-3PO"
"often crying (not never cries)",68.5,336,34.2,92,"C-3PO"
"thin (not thick)",68.4,533,29.2,707,"C-3PO"
"queer (not straight)",68.3,171,29.9,383,"C-3PO"
"communal (not individualist)",68.3,167,31,208,"C-3PO"
"off-key (not musical)",68.3,345,28.4,115,"C-3PO"
"businesslike (not chivalrous)",68.2,443,32.4,140,"C-3PO"
"city-slicker (not country-bumpkin)",68.1,840,31.3,280,"C-3PO"
"loud (not quiet)",68,630,28.1,1048,"C-3PO"
"traumatized (not flourishing)",68,696,29.7,125,"C-3PO"
"vulnerable (not armoured)",67.6,283,30,854,"C-3PO"
"motivated (not unmotivated)",67.6,1465,31.5,94,"C-3PO"
"glad (not mad)",67.6,341,29.2,260,"C-3PO"
"good-humored (not angry)",67.5,611,26.1,863,"C-3PO"
"judgemental (not accepting)",67.5,538,32.3,728,"C-3PO"
"disarming (not creepy)",67.4,876,26.1,373,"C-3PO"
"smooth (not rough)",67.2,408,28.8,996,"C-3PO"
"🧕 (not 💃)",67.2,169,31.6,398,"C-3PO"
"prideful (not envious)",67.2,888,27.8,125,"C-3PO"
"important (not irrelevant)",67,1240,28,451,"C-3PO"
"minimalist (not pack rat)",67,381,31.2,247,"C-3PO"
"weird (not normal)",66.8,661,28.2,1034,"C-3PO"
"equitable (not hypocritical)",66.8,519,30.6,288,"C-3PO"
"factual (not exaggerating)",66.8,510,35.4,106,"C-3PO"
"complimentary (not insulting)",66.5,616,29.3,212,"C-3PO"
"fixable (not unfixable)",66.5,554,31.2,121,"C-3PO"
"plastic (not wooden)",66.5,158,30.4,112,"C-3PO"
"opinionated (not neutral)",66.5,1317,34.1,132,"C-3PO"
"enslaved (not emancipated)",66.4,130,28.2,1042,"C-3PO"
"altruistic (not selfish)",66.3,678,28.7,1038,"C-3PO"
"specialist (not generalist)",66.3,546,33.4,202,"C-3PO"
"self-conscious (not self-assured)",66.2,198,33.2,817,"C-3PO"
"cat person (not dog person)",66.2,476,33.9,81,"C-3PO"
"down2earth (not head@clouds)",65.6,598,35.3,926,"C-3PO"
"ivory-tower (not blue-collar)",65.6,489,32.9,871,"C-3PO"
"gracious (not feisty)",65.6,200,29.7,862,"C-3PO"
"genius (not dunce)",65.5,915,28.9,1105,"C-3PO"
"active (not slothful)",65.5,1304,27.9,887,"C-3PO"
"love-focused (not money-focused)",65.5,998,29.9,82,"C-3PO"
"timid (not cocky)",65.4,218,32.6,89,"C-3PO"
"meek (not bossy)",65.2,284,33.4,1033,"C-3PO"
"stylish (not slovenly)",64.8,842,30.8,870,"C-3PO"
"competent (not incompetent)",64.8,1278,29.7,931,"C-3PO"
"stuttering (not rhythmic)",64.7,207,30.6,119,"C-3PO"
"overprepared (not efficient)",64.7,109,33.4,118,"C-3PO"
"🐩 (not 🐒)",64.6,598,34,250,"C-3PO"
"high standards (not desperate)",64.6,752,33,148,"C-3PO"
"social (not reclusive)",64.3,641,31.1,467,"C-3PO"
"monastic (not hedonist)",64.3,238,29,191,"C-3PO"
"🛌 (not 🧗)",64.3,287,32.2,406,"C-3PO"
"beautiful (not ugly)",64.2,1305,29.7,236,"C-3PO"
"pretentious (not unassuming)",64.1,665,34,288,"C-3PO"
"🐀 (not 🐘)",64,408,31.2,398,"C-3PO"
"🥶 (not 🥵)",63.8,347,31.4,99,"C-3PO"
"earth (not air)",63.4,771,31.4,112,"C-3PO"
"resigned (not resistant)",63.3,64,32.6,979,"C-3PO"
"bashful (not exhibitionist)",63.2,250,32.4,120,"C-3PO"
"builder (not explorer)",63,497,29.4,1062,"C-3PO"
"self-improving (not self-destructive)",63,487,28.6,130,"C-3PO"
"🥴 (not 🥳)",62.8,609,32.2,290,"C-3PO"
"📈 (not 📉)",62.5,876,32.8,266,"C-3PO"
"boy/girl-next-door (not celebrity)",62.4,912,29.1,88,"C-3PO"
"democratic (not authoritarian)",62.3,698,33.7,953,"C-3PO"
"😊 (not 🤣)",62.3,881,32.5,320,"C-3PO"
"cosmopolitan (not provincial)",62.2,577,33.2,886,"C-3PO"
"soft (not hard)",62.1,583,33.7,214,"C-3PO"
"long-winded (not concise)",62,423,36.2,72,"C-3PO"
"gregarious (not private)",61.9,436,32,945,"C-3PO"
"focused on the present (not focused on the future)",61.8,517,33.1,975,"C-3PO"
"tiresome (not interesting)",61.7,200,30.3,990,"C-3PO"
"persistent (not quitter)",61.7,1762,33.6,267,"C-3PO"
"realistic (not fantastical)",61.7,802,38.8,113,"C-3PO"
"shy (not bold)",61.6,171,30.6,1044,"C-3PO"
"geriatric (not vibrant)",61.4,247,31.2,114,"C-3PO"
"sage (not whippersnapper)",61.4,493,29.9,118,"C-3PO"
"impatient (not patient)",61.2,934,31.8,406,"C-3PO"
"🤠 (not 🤑)",61.1,923,32.4,238,"C-3PO"
"Swedish (not Italian)",61,515,31.9,115,"C-3PO"
"autistic (not neurotypical)",60.8,160,34.4,943,"C-3PO"
"soft (not hard)",60.6,642,33.9,941,"C-3PO"
"compersive (not jealous)",60.6,632,29.9,841,"C-3PO"
"reactive (not proactive)",60.6,586,34.6,77,"C-3PO"
"obsessed (not aloof)",60.5,955,33.6,958,"C-3PO"
"empath (not psychopath)",60.2,1029,31.6,126,"C-3PO"
"extravagant (not thrifty)",60.2,666,32.8,107,"C-3PO"
"gullible (not cynical)",60.2,429,33.8,88,"C-3PO"
"expressive (not stoic)",60.1,887,34.2,1044,"C-3PO"
"healthy (not sickly)",60,1210,30.1,963,"C-3PO"
"ironic (not profound)",60,593,31.5,113,"C-3PO"
"involved (not remote)",59.7,1238,30,951,"C-3PO"
"gossiping (not confidential)",59.4,459,33.6,1128,"C-3PO"
"soulful (not soulless)",59.4,1336,32.5,187,"C-3PO"
"gloomy (not sunny)",59.4,855,32,138,"C-3PO"
"predictable (not quirky)",59.3,579,33.3,78,"C-3PO"
"nonpolitical (not political)",59.2,523,35.6,870,"C-3PO"
"shy (not playful)",59.1,314,28.2,985,"C-3PO"
"impartial (not biased)",59,151,34.1,1021,"C-3PO"
"stuck-in-the-past (not forward-thinking)",59,534,32.6,128,"C-3PO"
"cheesy (not chic)",59,764,30.9,89,"C-3PO"
"unlucky (not fortunate)",58.6,754,31.8,1051,"C-3PO"
"simple (not complicated)",58.6,335,33.8,815,"C-3PO"
"blissful (not haunted)",58.6,393,33.3,124,"C-3PO"
"curious (not apathetic)",58.5,1224,31.3,991,"C-3PO"
"wise (not foolish)",58.4,909,29,1106,"C-3PO"
"quarrelsome (not warm)",58.4,859,30.8,937,"C-3PO"
"flimsy (not sturdy)",58.2,370,32.5,131,"C-3PO"
"emotional (not unemotional)",58.2,1236,35.2,84,"C-3PO"
"uninspiring (not charismatic)",58.1,216,32.4,917,"C-3PO"
"🐮 (not 🐷)",58.1,869,30.5,340,"C-3PO"
"yes-man (not contrarian)",58.1,422,35.3,84,"C-3PO"
"🎃 (not 💀)",57.9,663,34.2,103,"C-3PO"
"miserable (not joyful)",57.8,986,30.4,300,"C-3PO"
"sweet (not bitter)",57.6,831,28.7,988,"C-3PO"
"cringeworthy (not inspiring)",57.6,575,28.5,230,"C-3PO"
"empirical (not theoretical)",57.4,763,40.4,992,"C-3PO"
"interrupting (not attentive)",57.4,718,34.8,133,"C-3PO"
"trusting (not suspicious)",57.1,678,35.4,1010,"C-3PO"
"extrovert (not introvert)",57.1,950,33.9,974,"C-3PO"
"bourgeoisie (not proletariat)",56.9,754,34.3,799,"C-3PO"
"'left-brained' (not 'right-brained')",56.8,341,40.1,670,"C-3PO"
"unambitious (not driven)",56.6,109,32.8,905,"C-3PO"
"sorrowful (not cheery)",56.5,1031,30.4,1040,"C-3PO"
"existentialist (not nihilist)",56.5,1087,33.9,160,"C-3PO"
"western (not eastern)",56.5,1257,32.6,307,"C-3PO"
"industrial (not domestic)",56.4,789,36.4,206,"C-3PO"
"low self esteem (not narcissistic)",56.4,566,32.3,136,"C-3PO"
"👟 (not 🥾)",55.8,844,36.4,268,"C-3PO"
"summer (not winter)",55.3,878,34,83,"C-3PO"
"mundane (not extraordinary)",55.1,433,32.9,960,"C-3PO"
"non-gamer (not gamer)",55.1,1122,36.9,121,"C-3PO"
"Pepsi (not Coke)",55.1,549,36.7,127,"C-3PO"
"unchallenging (not demanding)",55.1,328,36.8,142,"C-3PO"
"queen (not princess)",55.1,1113,38.9,74,"C-3PO"
"socialist (not libertarian)",55,420,31.5,769,"C-3PO"
"mainstream (not arcane)",55,598,33.8,873,"C-3PO"
"introspective (not not introspective)",55,1241,33.8,384,"C-3PO"
"👽 (not 🤡)",55,942,35,249,"C-3PO"
"🤐 (not 😜)",55,900,36.5,278,"C-3PO"
"real (not philosophical)",54.8,1212,37.2,705,"C-3PO"
"hoarder (not unprepared)",54.6,1125,30.6,848,"C-3PO"
"expressive (not monotone)",54.6,1142,36.5,82,"C-3PO"
"oblivious (not alert)",54.5,542,33.4,275,"C-3PO"
"🙃 (not 🥰)",54.5,783,36.8,419,"C-3PO"
"loveable (not punchable)",54.5,1189,31.5,128,"C-3PO"
"shallow (not deep)",54.3,520,30.3,359,"C-3PO"
"lighthearted (not intense)",54.3,517,32.4,125,"C-3PO"
"modest (not flamboyant)",54,1000,34.6,1042,"C-3PO"
"poor (not rich)",53.8,715,28,836,"C-3PO"
"lost (not enlightened)",53.6,960,30.7,147,"C-3PO"
"grateful (not entitled)",53.6,902,35.1,145,"C-3PO"
"rock (not rap)",53.6,1704,28.8,79,"C-3PO"
"conservative (not liberal)",53.5,587,34.7,295,"C-3PO"
"historical (not modern)",53.4,781,34.6,675,"C-3PO"
"tactful (not indiscreet)",53.4,1241,34.7,276,"C-3PO"
"presidential (not folksy)",53.3,1013,33.8,110,"C-3PO"
"humorless (not funny)",53.2,707,32.9,1001,"C-3PO"
"moody (not stable)",53,1268,34.3,1081,"C-3PO"
"zany (not regular)",53,1058,32.4,245,"C-3PO"
"dramatic (not comedic)",53,1332,35.2,124,"C-3PO"
"feminine (not masculine)",52.9,765,23.9,1030,"C-3PO"
"exuberant (not subdued)",52.8,1125,32.8,123,"C-3PO"
"tautology (not oxymoron)",52.8,485,29.5,66,"C-3PO"
"cold (not warm)",52.7,825,29.8,859,"C-3PO"
"insider (not outsider)",52.7,801,31.9,664,"C-3PO"
"ranged (not melee)",52.6,1135,35.2,99,"C-3PO"
"oppressed (not privileged)",52.5,632,30.8,115,"C-3PO"
"pro (not noob)",52.4,1459,33.3,294,"C-3PO"
"generous (not stingy)",52.4,1216,33.4,125,"C-3PO"
"repulsive (not attractive)",52.3,420,25.8,946,"C-3PO"
"arrogant (not humble)",52.2,1053,33.3,972,"C-3PO"
"fearmongering (not reassuring)",52.1,736,37,106,"C-3PO"
"sad (not happy)",52,1218,25.4,977,"C-3PO"
"natural-talent (not hard-work)",52,607,36.7,136,"C-3PO"
"indie (not pop)",52,1304,33.6,99,"C-3PO"
"resolute (not wavering)",51.9,1474,32.9,271,"C-3PO"
"freak (not normie)",51.9,1074,34,148,"C-3PO"
"demure (not vain)",51.7,927,33.2,902,"C-3PO"
"chortling (not giggling)",51.7,1272,33.7,120,"C-3PO"
"🐐 (not 🦒)",51.6,1390,34.2,393,"C-3PO"
"deep (not epic)",51.5,933,31.8,99,"C-3PO"
"slugabed (not go-getter)",51.3,229,31.7,223,"C-3PO"
"😭 (not 😀)",51.2,978,32.9,278,"C-3PO"
"👨‍🔧 (not 👨‍⚕️)",51.2,953,35.8,330,"C-3PO"
"bad-cook (not good-cook)",51.2,1002,34.2,107,"C-3PO"
"🐴 (not 🦄)",51.1,1154,36.3,261,"C-3PO"
"helpless (not resourceful)",50.2,324,33.9,244,"C-3PO"
"accommodating (not stubborn)",50.8,468,38.1,139,"C-3PO"
"guarded (not open)",50.7,1511,35.2,982,"C-3PO"
"distant (not touchy-feely)",50.7,1116,33.6,86,"C-3PO"
"bright (not depressed)",50.6,1023,31.1,856,"C-3PO"
"Roman (not Greek)",50.4,1103,34.9,101,"C-3PO"
"🙅‍♂️ (not 🙋‍♂️)",50.5,809,37.4,254,"C-3PO"
